,component_stability,cycle,cycle_amplitude,cycle_position,cycle_slope,cycle_turn_up,cycle_z,realized_vol_20,reconstruction_error,residual,residual_abs_z,residual_vol,residual_z,return_1d,season,season_slope,season_z,selected_period,trend,trend_acceleration,trend_gap,trend_slope,trend_strength,trend_strength_price_vol_adj,volume_component_stability,volume_cycle,volume_cycle_amplitude,volume_cycle_position,volume_cycle_slope,volume_cycle_turn_up,volume_cycle_z,volume_participation,volume_reconstruction_error,volume_residual,volume_residual_abs_z,volume_residual_vol,volume_residual_z,volume_selected_period,volume_shock,volume_trend,volume_trend_acceleration,volume_trend_gap,volume_trend_slope,volume_trend_strength
,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,0.9850510345342717,0.01416796648477291,0.01855672190856624,0.7634951126507497,-0.0017202495304083874,0.0,0.809619802648327,0.1352803784415033,0.0,0.02609026793875202,1.5503699501469748,0.015175828400399764,1.5503699501469748,0.00920655779357471,0.01416796648477291,-0.0017202495304083874,0.809619802648327,63.0,6.819639965929438,-2.2005808766325468e-08,0.04025823442352472,-0.0004824490097314893,-0.05205517207042446,-0.05661309265575703,0.818490793531189,0.11568138908647647,0.3136836775002019,0.36878357843797355,-0.11060041796524246,0.0,0.4301353951851519,2.0,0.0,-0.0016660471257416987,0.035229649226036996,0.22176084068793428,0.035229649226036996,42.0,0.035229649226036996,13.951008801517816,3.509683954149526e-05,0.11401534196073548,-0.004967386801562057,-0.015331565863959411
2017-10-09,0.9850510345342717,0.01416796648477291,0.01855672190856624,0.7634951126507497,-0.0017202495304083874,0.0,0.809619802648327,0.13626295340387126,0.0,0.02609026793875202,1.5503699501469748,0.015175828400399764,1.5503699501469748,-0.0019307736017717403,0.01416796648477291,-0.0017202495304083874,0.809619802648327,63.0,6.819639965929438,-2.2005808766325468e-08,0.04025823442352472,-0.0004824490097314893,-0.05205517207042446,-0.05620486278850608,0.818490793531189,0.11568138908647647,0.3136836775002019,0.36878357843797355,-0.11060041796524246,0.0,0.4301353951851519,2.0,0.0,-0.0016660471257416987,0.035229649226036996,0.22176084068793428,0.035229649226036996,42.0,0.035229649226036996,13.951008801517816,3.509683954149526e-05,0.11401534196073548,-0.004967386801562057,-0.015331565863959411
2017-10-10,0.9850510345342717,0.01416796648477291,0.01855672190856624,0.7634951126507497,-0.0017202495304083874,0.0,0.809619802648327,0.13839129346707954,0.0,0.02609026793875202,1.5503699501469748,0.015175828400399764,1.5503699501469748,-0.004503606960081896,0.01416796648477291,-0.0017202495304083874,0.809619802648327,63.0,6.819639965929438,-2.2005808766325468e-08,0.04025823442352472,-0.0004824490097314893,-0.05205517207042446,-0.05534047993457579,0.818490793531189,0.11568138908647647,0.3136836775002019,0.36878357843797355,-0.11060041796524246,0.0,0.4301353951851519,2.0,0.0,-0.0016660471257416987,0.035229649226036996,0.22176084068793428,0.035229649226036996,42.0,0.035229649226036996,13.951008801517816,3.509683954149526e-05,0.11401534196073548,-0.004967386801562057,-0.015331565863959411
2017-10-11,0.9850510345342717,0.01416796648477291,0.01855672190856624,0.7634951126507497,-0.0017202495304083874,0.0,0.809619802648327,0.14775908166216042,0.0,0.02609026793875202,1.5503699501469748,0.015175828400399764,1.5503699501469748,0.0171190874057765,0.01416796648477291,-0.0017202495304083874,0.809619802648327,63.0,6.819639965929438,-2.2005808766325468e-08,0.04025823442352472,-0.0004824490097314893,-0.05205517207042446,-0.05183194503605188,0.818490793531189,0.11568138908647647,0.3136836775002019,0.36878357843797355,-0.11060041796524246,0.0,0.4301353951851519,2.0,0.0,-0.0016660471257416987,0.035229649226036996,0.22176084068793428,0.035229649226036996,42.0,0.035229649226036996,13.951008801517816,3.509683954149526e-05,0.11401534196073548,-0.004967386801562057,-0.015331565863959411
2017-10-12,0.9850510345342717,0.01416796648477291,0.01855672190856624,0.7634951126507497,-0.0017202495304083874,0.0,0.809619802648327,0.14036884849321452,0.0,0.02609026793875202,1.5503699501469748,0.015175828400399764,1.5503699501469748,-0.0014354136972454246,0.01416796648477291,-0.0017202495304083874,0.809619802648327,63.0,6.819639965929438,-2.2005808766325468e-08,0.04025823442352472,-0.0004824490097314893,-0.05205517207042446,-0.05456082800036294,0.818490793531189,0.11568138908647647,0.3136836775002019,0.36878357843797355,-0.11060041796524246,0.0,0.4301353951851519,2.0,0.0,-0.0016660471257416987,0.035229649226036996,0.22176084068793428,0.035229649226036996,42.0,0.035229649226036996,13.951008801517816,3.509683954149526e-05,0.11401534196073548,-0.004967386801562057,-0.015331565863959411
2017-10-13,0.9850510345342717,0.01416796648477291,0.01855672190856624,0.7634951126507497,-0.0017202495304083874,0.0,0.809619802648327,0.13704244347310923,0.0,0.02609026793875202,1.5503699501469748,0.015175828400399764,1.5503699501469748,0.0018727675492371532,0.01416796648477291,-0.0017202495304083874,0.809619802648327,63.0,6.819639965929438,-2.2005808766325468e-08,0.04025823442352472,-0.0004824490097314893,-0.05205517207042446,-0.05588517254312569,0.818490793531189,0.11568138908647647,0.3136836775002019,0.36878357843797355,-0.11060041796524246,0.0,0.4301353951851519,2.0,0.0,-0.0016660471257416987,0.035229649226036996,0.22176084068793428,0.035229649226036996,42.0,0.035229649226036996,13.951008801517816,3.509683954149526e-05,0.11401534196073548,-0.004967386801562057,-0.015331565863959411
2017-10-16,0.9850510345342717,0.01416796648477291,0.01855672190856624,0.7634951126507497,-0.0017202495304083874,0.0,0.809619802648327,0.13282391387289874,0.0,0.02609026793875202,1.5503699501469748,0.015175828400399764,1.5503699501469748,0.0023441991516544025,0.01416796648477291,-0.0017202495304083874,0.809619802648327,63.0,6.819639965929438,-2.2005808766325468e-08,0.04025823442352472,-0.0004824490097314893,-0.05205517207042446,-0.05766010333445492,0.818490793531189,0.11568138908647647,0.3136836775002019,0.36878357843797355,-0.11060041796524246,0.0,0.4301353951851519,2.0,0.0,-0.0016660471257416987,0.035229649226036996,0.22176084068793428,0.035229649226036996,42.0,0.035229649226036996,13.951008801517816,3.509683954149526e-05,0.11401534196073548,-0.004967386801562057,-0.015331565863959411
2017-10-17,0.9850510345342717,0.01416796648477291,0.01855672190856624,0.7634951126507497,-0.0017202495304083874,0.0,0.809619802648327,0.1328854321226045,0.0,0.02609026793875202,1.5503699501469748,0.015175828400399764,1.5503699501469748,0.0001814445564516376,0.01416796648477291,-0.0017202495304083874,0.809619802648327,63.0,6.819639965929438,-2.2005808766325468e-08,0.04025823442352472,-0.0004824490097314893,-0.05205517207042446,-0.05763341005003761,0.818490793531189,0.11568138908647647,0.3136836775002019,0.36878357843797355,-0.11060041796524246,0.0,0.4301353951851519,2.0,0.0,-0.0016660471257416987,0.035229649226036996,0.22176084068793428,0.035229649226036996,42.0,0.035229649226036996,13.951008801517816,3.509683954149526e-05,0.11401534196073548,-0.004967386801562057,-0.015331565863959411
2017-10-18,0.9850510345342717,0.01416796648477291,0.01855672190856624,0.7634951126507497,-0.0017202495304083874,0.0,0.809619802648327,0.13084218593555266,0.0,0.02609026793875202,1.5503699501469748,0.015175828400399764,1.5503699501469748,0.0006349704735479911,0.01416796648477291,-0.0017202495304083874,0.809619802648327,63.0,6.819639965929438,-2.2005808766325468e-08,0.04025823442352472,-0.0004824490097314893,-0.05205517207042446,-0.058533419817340414,0.818490793531189,0.11568138908647647,0.3136836775002019,0.36878357843797355,-0.11060041796524246,0.0,0.4301353951851519,2.0,0.0,-0.0016660471257416987,0.035229649226036996,0.22176084068793428,0.035229649226036996,42.0,0.035229649226036996,13.951008801517816,3.509683954149526e-05,0.11401534196073548,-0.004967386801562057,-0.015331565863959411
2017-10-19,0.9850510345342717,0.01416796648477291,0.01855672190856624,0.7634951126507497,-0.0017202495304083874,0.0,0.809619802648327,0.13677138036415745,0.0,0.02609026793875202,1.5503699501469748,0.015175828400399764,1.5503699501469748,-0.008420529624843631,0.01416796648477291,-0.0017202495304083874,0.809619802648327,63.0,6.819639965929438,-2.2005808766325468e-08,0.04025823442352472,-0.0004824490097314893,-0.05205517207042446,-0.0559959296954755,0.818490793531189,0.11568138908647647,0.3136836775002019,0.36878357843797355,-0.11060041796524246,0.0,0.4301353951851519,2.0,0.0,-0.0016660471257416987,0.035229649226036996,0.22176084068793428,0.035229649226036996,42.0,0.035229649226036996,13.951008801517816,3.509683954149526e-05,0.11401534196073548,-0.004967386801562057,-0.015331565863959411
2017-10-20,0.9850510345342717,0.01416796648477291,0.01855672190856624,0.7634951126507497,-0.0017202495304083874,0.0,0.809619802648327,0.1344246863788553,0.0,0.02609026793875202,1.5503699501469748,0.015175828400399764,1.5503699501469748,0.003809233535770451,0.01416796648477291,-0.0017202495304083874,0.809619802648327,63.0,6.819639965929438,-2.2005808766325468e-08,0.04025823442352472,-0.0004824490097314893,-0.05205517207042446,-0.0569734682335377,0.818490793531189,0.11568138908647647,0.3136836775002019,0.36878357843797355,-0.11060041796524246,0.0,0.4301353951851519,2.0,0.0,-0.0016660471257416987,0.035229649226036996,0.22176084068793428,0.035229649226036996,42.0,0.035229649226036996,13.951008801517816,3.509683954149526e-05,0.11401534196073548,-0.004967386801562057,-0.015331565863959411
2017-10-23,0.9850510345342717,0.01416796648477291,0.01855672190856624,0.7634951126507497,-0.0017202495304083874,0.0,0.809619802648327,0.15205507120840964,0.0,0.02609026793875202,1.5503699501469748,0.015175828400399764,1.5503699501469748,-0.019985832584669128,0.01416796648477291,-0.0017202495304083874,0.809619802648327,63.0,6.819639965929438,-2.2005808766325468e-08,0.04025823442352472,-0.0004824490097314893,-0.05205517207042446,-0.050367544722114306,0.818490793531189,0.11568138908647647,0.3136836775002019,0.36878357843797355,-0.11060041796524246,0.0,0.4301353951851519,2.0,0.0,-0.0016660471257416987,0.035229649226036996,0.22176084068793428,0.035229649226036996,42.0,0.035229649226036996,13.951008801517816,3.509683954149526e-05,0.11401534196073548,-0.004967386801562057,-0.015331565863959411
2017-10-24,0.9850510345342717,0.01416796648477291,0.01855672190856624,0.7634951126507497,-0.0017202495304083874,0.0,0.809619802648327,0.15193859195689066,0.0,0.02609026793875202,1.5503699501469748,0.015175828400399764,1.5503699501469748,0.0021580525314712773,0.01416796648477291,-0.0017202495304083874,0.809619802648327,63.0,6.819639965929438,-2.2005808766325468e-08,0.04025823442352472,-0.0004824490097314893,-0.05205517207042446,-0.05040615751846779,0.818490793531189,0.11568138908647647,0.3136836775002019,0.36878357843797355,-0.11060041796524246,0.0,0.4301353951851519,2.0,0.0,-0.0016660471257416987,0.035229649226036996,0.22176084068793428,0.035229649226036996,42.0,0.035229649226036996,13.951008801517816,3.509683954149526e-05,0.11401534196073548,-0.004967386801562057,-0.015331565863959411
2017-10-25,0.9850510345342717,0.01416796648477291,0.01855672190856624,0.7634951126507497,-0.0017202495304083874,0.0,0.809619802648327,0.13578751158832741,0.0,0.02609026793875202,1.5503699501469748,0.015175828400399764,1.5503699501469748,0.002874728566822693,0.01416796648477291,-0.0017202495304083874,0.809619802648327,63.0,6.819639965929438,-2.2005808766325468e-08,0.04025823442352472,-0.0004824490097314893,-0.05205517207042446,-0.05640165660032916,0.818490793531189,0.11568138908647647,0.3136836775002019,0.36878357843797355,-0.11060041796524246,0.0,0.4301353951851519,2.0,0.0,-0.0016660471257416987,0.035229649226036996,0.22176084068793428,0.035229649226036996,42.0,0.035229649226036996,13.951008801517816,3.509683954149526e-05,0.11401534196073548,-0.004967386801562057,-0.015331565863959411
2017-10-26,0.9850510345342717,0.01416796648477291,0.01855672190856624,0.7634951126507497,-0.0017202495304083874,0.0,0.809619802648327,0.13529596626912618,0.0,0.02609026793875202,1.5503699501469748,0.015175828400399764,1.5503699501469748,-0.0007911181064500505,0.01416796648477291,-0.0017202495304083874,0.809619802648327,63.0,6.819639965929438,-2.2005808766325468e-08,0.04025823442352472,-0.0004824490097314893,-0.05205517207042446,-0.05660657010261854,0.818490793531189,0.11568138908647647,0.3136836775002019,0.36878357843797355,-0.11060041796524246,0.0,0.4301353951851519,2.0,0.0,-0.0016660471257416987,0.035229649226036996,0.22176084068793428,0.035229649226036996,42.0,0.035229649226036996,13.951008801517816,3.509683954149526e-05,0.11401534196073548,-0.004967386801562057,-0.015331565863959411
2017-10-27,0.9850510345342717,0.01416796648477291,0.01855672190856624,0.7634951126507497,-0.0017202495304083874,0.0,0.809619802648327,0.20974204963824106,0.0,0.02609026793875202,1.5503699501469748,0.015175828400399764,1.5503699501469748,0.04802790788851685,0.01416796648477291,-0.0017202495304083874,0.809619802648327,63.0,6.819639965929438,-2.2005808766325468e-08,0.04025823442352472,-0.0004824490097314893,-0.05205517207042446,-0.03651456926612107,0.818490793531189,0.11568138908647647,0.3136836775002019,0.36878357843797355,-0.11060041796524246,0.0,0.4301353951851519,2.0,0.0,-0.0016660471257416987,0.035229649226036996,0.22176084068793428,0.035229649226036996,42.0,0.035229649226036996,13.951008801517816,3.509683954149526e-05,0.11401534196073548,-0.004967386801562057,-0.015331565863959411
2017-10-30,0.9850510345342717,0.01416796648477291,0.01855672190856624,0.7634951126507497,-0.0017202495304083874,0.0,0.809619802648327,0.2079853473751263,0.0,0.02609026793875202,1.5503699501469748,0.015175828400399764,1.5503699501469748,-0.002119198011926171,0.01416796648477291,-0.0017202495304083874,0.809619802648327,63.0,6.819639965929438,-2.2005808766325468e-08,0.04025823442352472,-0.0004824490097314893,-0.05205517207042446,-0.03682298150415179,0.818490793531189,0.11568138908647647,0.3136836775002019,0.36878357843797355,-0.11060041796524246,0.0,0.4301353951851519,2.0,0.0,-0.0016660471257416987,0.035229649226036996,0.22176084068793428,0.035229649226036996,42.0,0.035229649226036996,13.951008801517816,3.509683954149526e-05,0.11401534196073548,-0.004967386801562057,-0.015331565863959411
2017-10-31,0.9880848881505729,0.04265164317154562,0.028807241627962603,1.480587545343597,0.01077597132892063,1.0,1.997067238211436,0.2083194928393128,0.0,0.019383439881877074,1.8947367319904322,0.01205879372543492,1.8947367319904322,-0.00046206409034521556,0.04265164317154562,0.01077597132892063,1.997067238211436,63.0,6.862223282782214,4.492127033621789e-06,0.062035083053422646,0.00044003019477862894,0.043688842794470724,0.03353148902545175,0.8229000494309718,0.006050366142563438,0.27615443262639167,0.02190935732951659,-0.13432437787256077,0.0,0.0030209088896829216,2.0,0.0,-0.06153517578786882,0.19128343079885127,0.21521441235966784,-0.19128343079885127,21.0,0.19128343079885127,14.156701238661038,0.0002467908821440545,-0.05548480964530533,0.006982109172485096,0.02040210942324535
2017-11-01,0.9880848881505729,0.04265164317154562,0.028807241627962603,1.480587545343597,0.01077597132892063,1.0,1.997067238211436,0.20622747379788778,0.0,0.019383439881877074,1.8947367319904322,0.01205879372543492,1.8947367319904322,0.008714967805000251,0.04265164317154562,0.01077597132892063,1.997067238211436,63.0,6.862223282782214,4.492127033621789e-06,0.062035083053422646,0.00044003019477862894,0.043688842794470724,0.0338716401810244,0.8229000494309718,0.006050366142563438,0.27615443262639167,0.02190935732951659,-0.13432437787256077,0.0,0.0030209088896829216,2.0,0.0,-0.06153517578786882,0.19128343079885127,0.21521441235966784,-0.19128343079885127,21.0,0.19128343079885127,14.156701238661038,0.0002467908821440545,-0.05548480964530533,0.006982109172485096,0.02040210942324535
2017-11-02,0.9880848881505729,0.04265164317154562,0.028807241627962603,1.480587545343597,0.01077597132892063,1.0,1.997067238211436,0.19873227879063757,0.0,0.019383439881877074,1.8947367319904322,0.01205879372543492,1.8947367319904322,7.796782057534202e-05,0.04265164317154562,0.01077597132892063,1.997067238211436,63.0,6.862223282782214,4.492127033621789e-06,0.062035083053422646,0.00044003019477862894,0.043688842794470724,0.03514911030262133,0.8229000494309718,0.006050366142563438,0.27615443262639167,0.02190935732951659,-0.13432437787256077,0.0,0.0030209088896829216,2.0,0.0,-0.06153517578786882,0.19128343079885127,0.21521441235966784,-0.19128343079885127,21.0,0.19128343079885127,14.156701238661038,0.0002467908821440545,-0.05548480964530533,0.006982109172485096,0.02040210942324535
2017-11-03,0.9880848881505729,0.04265164317154562,0.028807241627962603,1.480587545343597,0.01077597132892063,1.0,1.997067238211436,0.1979196383308416,0.0,0.019383439881877074,1.8947367319904322,0.01205879372543492,1.8947367319904322,0.0067279240001059115,0.04265164317154562,0.01077597132892063,1.997067238211436,63.0,6.862223282782214,4.492127033621789e-06,0.062035083053422646,0.00044003019477862894,0.043688842794470724,0.03529342942828436,0.8229000494309718,0.006050366142563438,0.27615443262639167,0.02190935732951659,-0.13432437787256077,0.0,0.0030209088896829216,2.0,0.0,-0.06153517578786882,0.19128343079885127,0.21521441235966784,-0.19128343079885127,21.0,0.19128343079885127,14.156701238661038,0.0002467908821440545,-0.05548480964530533,0.006982109172485096,0.02040210942324535
2017-11-06,0.9880848881505729,0.04265164317154562,0.028807241627962603,1.480587545343597,0.01077597132892063,1.0,1.997067238211436,0.19982937471840395,0.0,0.019383439881877074,1.8947367319904322,0.01205879372543492,1.8947367319904322,-0.006372962311579244,0.04265164317154562,0.01077597132892063,1.997067238211436,63.0,6.862223282782214,4.492127033621789e-06,0.062035083053422646,0.00044003019477862894,0.043688842794470724,0.034956135942225644,0.8229000494309718,0.006050366142563438,0.27615443262639167,0.02190935732951659,-0.13432437787256077,0.0,0.0030209088896829216,2.0,0.0,-0.06153517578786882,0.19128343079885127,0.21521441235966784,-0.19128343079885127,21.0,0.19128343079885127,14.156701238661038,0.0002467908821440545,-0.05548480964530533,0.006982109172485096,0.02040210942324535
2017-11-07,0.9880848881505729,0.04265164317154562,0.028807241627962603,1.480587545343597,0.01077597132892063,1.0,1.997067238211436,0.1987548709740419,0.0,0.019383439881877074,1.8947367319904322,0.01205879372543492,1.8947367319904322,0.007242354835932829,0.04265164317154562,0.01077597132892063,1.997067238211436,63.0,6.862223282782214,4.492127033621789e-06,0.062035083053422646,0.00044003019477862894,0.043688842794470724,0.035145114953262085,0.8229000494309718,0.006050366142563438,0.27615443262639167,0.02190935732951659,-0.13432437787256077,0.0,0.0030209088896829216,2.0,0.0,-0.06153517578786882,0.19128343079885127,0.21521441235966784,-0.19128343079885127,21.0,0.19128343079885127,14.156701238661038,0.0002467908821440545,-0.05548480964530533,0.006982109172485096,0.02040210942324535
2017-11-08,0.9880848881505729,0.04265164317154562,0.028807241627962603,1.480587545343597,0.01077597132892063,1.0,1.997067238211436,0.19257741692836702,0.0,0.019383439881877074,1.8947367319904322,0.01205879372543492,1.8947367319904322,0.006309717396792314,0.04265164317154562,0.01077597132892063,1.997067238211436,63.0,6.862223282782214,4.492127033621789e-06,0.062035083053422646,0.00044003019477862894,0.043688842794470724,0.036272491859644616,0.8229000494309718,0.006050366142563438,0.27615443262639167,0.02190935732951659,-0.13432437787256077,0.0,0.0030209088896829216,2.0,0.0,-0.06153517578786882,0.19128343079885127,0.21521441235966784,-0.19128343079885127,21.0,0.19128343079885127,14.156701238661038,0.0002467908821440545,-0.05548480964530533,0.006982109172485096,0.02040210942324535
2017-11-09,0.9880848881505729,0.04265164317154562,0.028807241627962603,1.480587545343597,0.01077597132892063,1.0,1.997067238211436,0.19578693632563937,0.0,0.019383439881877074,1.8947367319904322,0.01205879372543492,1.8947367319904322,-0.008260774340778543,0.04265164317154562,0.01077597132892063,1.997067238211436,63.0,6.862223282782214,4.492127033621789e-06,0.062035083053422646,0.00044003019477862894,0.043688842794470724,0.035677879837073996,0.8229000494309718,0.006050366142563438,0.27615443262639167,0.02190935732951659,-0.13432437787256077,0.0,0.0030209088896829216,2.0,0.0,-0.06153517578786882,0.19128343079885127,0.21521441235966784,-0.19128343079885127,21.0,0.19128343079885127,14.156701238661038,0.0002467908821440545,-0.05548480964530533,0.006982109172485096,0.02040210942324535
2017-11-10,0.9880848881505729,0.04265164317154562,0.028807241627962603,1.480587545343597,0.01077597132892063,1.0,1.997067238211436,0.19665252070543046,0.0,0.019383439881877074,1.8947367319904322,0.01205879372543492,1.8947367319904322,-0.0030933653676727957,0.04265164317154562,0.01077597132892063,1.997067238211436,63.0,6.862223282782214,4.492127033621789e-06,0.062035083053422646,0.00044003019477862894,0.043688842794470724,0.0355208403270908,0.8229000494309718,0.006050366142563438,0.27615443262639167,0.02190935732951659,-0.13432437787256077,0.0,0.0030209088896829216,2.0,0.0,-0.06153517578786882,0.19128343079885127,0.21521441235966784,-0.19128343079885127,21.0,0.19128343079885127,14.156701238661038,0.0002467908821440545,-0.05548480964530533,0.006982109172485096,0.02040210942324535
2017-11-13,0.9880848881505729,0.04265164317154562,0.028807241627962603,1.480587545343597,0.01077597132892063,1.0,1.997067238211436,0.19718861115714087,0.0,0.019383439881877074,1.8947367319904322,0.01205879372543492,1.8947367319904322,-0.002256603268120494,0.04265164317154562,0.01077597132892063,1.997067238211436,63.0,6.862223282782214,4.492127033621789e-06,0.062035083053422646,0.00044003019477862894,0.043688842794470724,0.03542427093992991,0.8229000494309718,0.006050366142563438,0.27615443262639167,0.02190935732951659,-0.13432437787256077,0.0,0.0030209088896829216,2.0,0.0,-0.06153517578786882,0.19128343079885127,0.21521441235966784,-0.19128343079885127,21.0,0.19128343079885127,14.156701238661038,0.0002467908821440545,-0.05548480964530533,0.006982109172485096,0.02040210942324535
2017-11-14,0.9880848881505729,0.04265164317154562,0.028807241627962603,1.480587545343597,0.01077597132892063,1.0,1.997067238211436,0.1971824872729636,0.0,0.019383439881877074,1.8947367319904322,0.01205879372543492,1.8947367319904322,0.00024372410431383607,0.04265164317154562,0.01077597132892063,1.997067238211436,63.0,6.862223282782214,4.492127033621789e-06,0.062035083053422646,0.00044003019477862894,0.043688842794470724,0.0354253711092973,0.8229000494309718,0.006050366142563438,0.27615443262639167,0.02190935732951659,-0.13432437787256077,0.0,0.0030209088896829216,2.0,0.0,-0.06153517578786882,0.19128343079885127,0.21521441235966784,-0.19128343079885127,21.0,0.19128343079885127,14.156701238661038,0.0002467908821440545,-0.05548480964530533,0.006982109172485096,0.02040210942324535
2017-11-15,0.9880848881505729,0.04265164317154562,0.028807241627962603,1.480587545343597,0.01077597132892063,1.0,1.997067238211436,0.1985281728292296,0.0,0.019383439881877074,1.8947367319904322,0.01205879372543492,1.8947367319904322,-0.0049610399610136025,0.04265164317154562,0.01077597132892063,1.997067238211436,63.0,6.862223282782214,4.492127033621789e-06,0.062035083053422646,0.00044003019477862894,0.043688842794470724,0.03518524695188445,0.8229000494309718,0.006050366142563438,0.27615443262639167,0.02190935732951659,-0.13432437787256077,0.0,0.0030209088896829216,2.0,0.0,-0.06153517578786882,0.19128343079885127,0.21521441235966784,-0.19128343079885127,21.0,0.19128343079885127,14.156701238661038,0.0002467908821440545,-0.05548480964530533,0.006982109172485096,0.02040210942324535
